Year,Quarter,State,District,Pincode,RegisteredUsers
2023,2,uttar-pradesh,,201301,883262
2023,2,uttar-pradesh,,201009,490549
2023,2,uttar-pradesh,,201102,438404
2023,2,uttar-pradesh,,201307,390571
2023,2,uttar-pradesh,,201318,371461
2023,2,uttar-pradesh,,250001,356132
2023,2,uttar-pradesh,,247001,355869
2023,2,uttar-pradesh,,211002,343690
2023,2,uttar-pradesh,,244001,326263
2023,2,uttar-pradesh,,202001,316879
2023,3,uttar-pradesh,,201301,916333
2023,3,uttar-pradesh,,201009,509567
2023,3,uttar-pradesh,,201102,456202
2023,3,uttar-pradesh,,201307,404383
2023,3,uttar-pradesh,,201318,384922
2023,3,uttar-pradesh,,247001,369754
2023,3,uttar-pradesh,,250001,369729
2023,3,uttar-pradesh,,211002,357229
2023,3,uttar-pradesh,,244001,339288
2023,3,uttar-pradesh,,202001,329040
2023,1,uttar-pradesh,,201301,851451
2023,1,uttar-pradesh,,201009,472156
2023,1,uttar-pradesh,,201102,421148
2023,1,uttar-pradesh,,201307,377174
2023,1,uttar-pradesh,,201318,358519
2023,1,uttar-pradesh,,250001,343215
2023,1,uttar-pradesh,,247001,342913
2023,1,uttar-pradesh,,211002,331246
2023,1,uttar-pradesh,,244001,313785
2023,1,uttar-pradesh,,202001,305180
2023,4,uttar-pradesh,,201301,948041
2023,4,uttar-pradesh,,201009,527630
2023,4,uttar-pradesh,,201102,472944
2023,4,uttar-pradesh,,201307,417786
2023,4,uttar-pradesh,,201318,397777
2023,4,uttar-pradesh,,247001,382408
2023,4,uttar-pradesh,,250001,382212
2023,4,uttar-pradesh,,211002,369972
2023,4,uttar-pradesh,,244001,351270
2023,4,uttar-pradesh,,202001,340875
2019,2,uttar-pradesh,,201301,336709
2019,2,uttar-pradesh,,201009,163175
2019,2,uttar-pradesh,,201307,150570
2019,2,uttar-pradesh,,201318,132350
2019,2,uttar-pradesh,,211002,127093
2019,2,uttar-pradesh,,201102,120848
2019,2,uttar-pradesh,,250001,114100
2019,2,uttar-pradesh,,201304,110497
2019,2,uttar-pradesh,,201308,107652
2019,2,uttar-pradesh,,201014,106204
2019,3,uttar-pradesh,,201301,369425
2019,3,uttar-pradesh,,201009,181701
2019,3,uttar-pradesh,,201307,164576
2019,3,uttar-pradesh,,201318,145568
2019,3,uttar-pradesh,,201102,139053
2019,3,uttar-pradesh,,211002,138117
2019,3,uttar-pradesh,,250001,129231
2019,3,uttar-pradesh,,201304,121814
2019,3,uttar-pradesh,,201308,117632
2019,3,uttar-pradesh,,247001,116900
2019,1,uttar-pradesh,,201301,301260
2019,1,uttar-pradesh,,201009,144046
2019,1,uttar-pradesh,,201307,135947
2019,1,uttar-pradesh,,201318,118300
2019,1,uttar-pradesh,,211002,115266
2019,1,uttar-pradesh,,201102,103700
2019,1,uttar-pradesh,,201304,98500
2019,1,uttar-pradesh,,250001,98424
2019,1,uttar-pradesh,,201308,97239
2019,1,uttar-pradesh,,201014,95743
2019,4,uttar-pradesh,,201301,398548
2019,4,uttar-pradesh,,201009,198846
2019,4,uttar-pradesh,,201307,177022
2019,4,uttar-pradesh,,201318,157783
2019,4,uttar-pradesh,,201102,156516
2019,4,uttar-pradesh,,211002,149208
2019,4,uttar-pradesh,,250001,142373
2019,4,uttar-pradesh,,201304,132136
2019,4,uttar-pradesh,,247001,128979
2019,4,uttar-pradesh,,201308,126492
2022,2,uttar-pradesh,,201301,735907
2022,2,uttar-pradesh,,201009,407033
2022,2,uttar-pradesh,,201102,362067
2022,2,uttar-pradesh,,201307,328207
2022,2,uttar-pradesh,,201318,310735
2022,2,uttar-pradesh,,250001,297920
2022,2,uttar-pradesh,,247001,296944
2022,2,uttar-pradesh,,211002,284353
2022,2,uttar-pradesh,,244001,270738
2022,2,uttar-pradesh,,202001,263278
2022,3,uttar-pradesh,,201301,774591
2022,3,uttar-pradesh,,201009,428994
2022,3,uttar-pradesh,,201102,382248
2022,3,uttar-pradesh,,201307,344791
2022,3,uttar-pradesh,,201318,327083
2022,3,uttar-pradesh,,250001,313513
2022,3,uttar-pradesh,,247001,312774
2022,3,uttar-pradesh,,211002,300022
2022,3,uttar-pradesh,,244001,285618
2022,3,uttar-pradesh,,202001,277452
2022,1,uttar-pradesh,,201301,698600
2022,1,uttar-pradesh,,201009,385906
2022,1,uttar-pradesh,,201102,342842
2022,1,uttar-pradesh,,201307,312146
2022,1,uttar-pradesh,,201318,295067
2022,1,uttar-pradesh,,250001,282898
2022,1,uttar-pradesh,,247001,281578
2022,1,uttar-pradesh,,211002,269413
2022,1,uttar-pradesh,,244001,256505
2022,1,uttar-pradesh,,202001,249614
2022,4,uttar-pradesh,,201301,814008
2022,4,uttar-pradesh,,201009,451153
2022,4,uttar-pradesh,,201102,402243
2022,4,uttar-pradesh,,201307,361474
2022,4,uttar-pradesh,,201318,343249
2022,4,uttar-pradesh,,250001,328666
2022,4,uttar-pradesh,,247001,328252
2022,4,uttar-pradesh,,211002,316051
2022,4,uttar-pradesh,,244001,300073
2022,4,uttar-pradesh,,202001,291813
2021,2,uttar-pradesh,,201301,577428
2021,2,uttar-pradesh,,201009,317155
2021,2,uttar-pradesh,,201102,280019
2021,2,uttar-pradesh,,201307,259579
2021,2,uttar-pradesh,,201318,243997
2021,2,uttar-pradesh,,250001,233826
2021,2,uttar-pradesh,,247001,231243
2021,2,uttar-pradesh,,211002,221839
2021,2,uttar-pradesh,,244001,209784
2021,2,uttar-pradesh,,202001,205129
2021,3,uttar-pradesh,,201301,618043
2021,3,uttar-pradesh,,201009,340418
2021,3,uttar-pradesh,,201102,301296
2021,3,uttar-pradesh,,201307,277408
2021,3,uttar-pradesh,,201318,261291
2021,3,uttar-pradesh,,250001,250431
2021,3,uttar-pradesh,,247001,248285
2021,3,uttar-pradesh,,211002,237827
2021,3,uttar-pradesh,,244001,225790
2021,3,uttar-pradesh,,202001,220275
2021,1,uttar-pradesh,,201301,541127
2021,1,uttar-pradesh,,201009,296638
2021,1,uttar-pradesh,,201102,260999
2021,1,uttar-pradesh,,201307,243576
2021,1,uttar-pradesh,,201318,228468
2021,1,uttar-pradesh,,250001,218966
2021,1,uttar-pradesh,,247001,215857
2021,1,uttar-pradesh,,211002,207823
2021,1,uttar-pradesh,,244001,195695
2021,1,uttar-pradesh,,202001,191862
2021,4,uttar-pradesh,,201301,659549
2021,4,uttar-pradesh,,201009,363860
2021,4,uttar-pradesh,,201102,322687
2021,4,uttar-pradesh,,201307,295293
2021,4,uttar-pradesh,,201318,278720
2021,4,uttar-pradesh,,250001,267154
2021,4,uttar-pradesh,,247001,265421
2021,4,uttar-pradesh,,211002,254063
2021,4,uttar-pradesh,,244001,241620
2021,4,uttar-pradesh,,202001,235384
2024,2,uttar-pradesh,,201301,1021560
2024,2,uttar-pradesh,,201009,569781
2024,2,uttar-pradesh,,201102,511202
2024,2,uttar-pradesh,,201307,448420
2024,2,uttar-pradesh,,201318,427688
2024,2,uttar-pradesh,,247001,411889
2024,2,uttar-pradesh,,250001,411227
2024,2,uttar-pradesh,,211002,399277
2024,2,uttar-pradesh,,244001,378979
2024,2,uttar-pradesh,,202001,367824
2024,3,uttar-pradesh,,201301,929874
2024,3,uttar-pradesh,,201009,646266
2024,3,uttar-pradesh,,201102,586024
2024,3,uttar-pradesh,,201318,557500
2024,3,uttar-pradesh,,202001,553823
2024,3,uttar-pradesh,,244001,541197
2024,3,uttar-pradesh,,247001,500622
2024,3,uttar-pradesh,,282001,409910
2024,3,uttar-pradesh,,201307,386339
2024,3,uttar-pradesh,,283203,375071
2024,1,uttar-pradesh,,201301,984239
2024,1,uttar-pradesh,,201009,548384
2024,1,uttar-pradesh,,201102,492115
2024,1,uttar-pradesh,,201307,432835
2024,1,uttar-pradesh,,201318,412789
2024,1,uttar-pradesh,,247001,397234
2024,1,uttar-pradesh,,250001,396593
2024,1,uttar-pradesh,,211002,384968
2024,1,uttar-pradesh,,244001,365266
2024,1,uttar-pradesh,,202001,354474
2024,4,uttar-pradesh,,201301,964283
2024,4,uttar-pradesh,,201009,660474
2024,4,uttar-pradesh,,201102,600484
2024,4,uttar-pradesh,,202001,572694
2024,4,uttar-pradesh,,201318,569084
2024,4,uttar-pradesh,,244001,557938
2024,4,uttar-pradesh,,247001,516928
2024,4,uttar-pradesh,,282001,423154
2024,4,uttar-pradesh,,201307,394532
2024,4,uttar-pradesh,,283203,388080
2018,2,uttar-pradesh,,201301,151073
2018,2,uttar-pradesh,,201307,72411
2018,2,uttar-pradesh,,201009,71991
2018,2,uttar-pradesh,,211002,68114
2018,2,uttar-pradesh,,201318,63900
2018,2,uttar-pradesh,,250001,54856
2018,2,uttar-pradesh,,201308,53985
2018,2,uttar-pradesh,,226010,51161
2018,2,uttar-pradesh,,201014,50249
2018,2,uttar-pradesh,,201304,49291
2018,3,uttar-pradesh,,201301,188664
2018,3,uttar-pradesh,,201307,89958
2018,3,uttar-pradesh,,201009,88997
2018,3,uttar-pradesh,,211002,81996
2018,3,uttar-pradesh,,201318,77173
2018,3,uttar-pradesh,,250001,66777
2018,3,uttar-pradesh,,201308,66265
2018,3,uttar-pradesh,,201014,63092
2018,3,uttar-pradesh,,226010,62616
2018,3,uttar-pradesh,,201304,61745
2018,1,uttar-pradesh,,201301,114625
2018,1,uttar-pradesh,,201307,56583
2018,1,uttar-pradesh,,201009,54783
2018,1,uttar-pradesh,,211002,51023
2018,1,uttar-pradesh,,201318,49362
2018,1,uttar-pradesh,,201308,42420
2018,1,uttar-pradesh,,250001,41193
2018,1,uttar-pradesh,,201014,38782
2018,1,uttar-pradesh,,226010,38589
2018,1,uttar-pradesh,,201304,37654
2018,4,uttar-pradesh,,201301,250205
2018,4,uttar-pradesh,,201009,118561
2018,4,uttar-pradesh,,201307,115602
2018,4,uttar-pradesh,,211002,99215
2018,4,uttar-pradesh,,201318,98765
2018,4,uttar-pradesh,,201102,83251
2018,4,uttar-pradesh,,201308,83096
2018,4,uttar-pradesh,,250001,82743
2018,4,uttar-pradesh,,201014,81787
2018,4,uttar-pradesh,,201304,81781
2020,2,uttar-pradesh,,201301,445271
2020,2,uttar-pradesh,,201009,233893
2020,2,uttar-pradesh,,201307,198973
2020,2,uttar-pradesh,,201102,197204
2020,2,uttar-pradesh,,201318,181101
2020,2,uttar-pradesh,,250001,171693
2020,2,uttar-pradesh,,211002,168162
2020,2,uttar-pradesh,,247001,163186
2020,2,uttar-pradesh,,201304,150626
2020,2,uttar-pradesh,,244001,148286
2020,3,uttar-pradesh,,201301,472490
2020,3,uttar-pradesh,,201009,254167
2020,3,uttar-pradesh,,201102,217344
2020,3,uttar-pradesh,,201307,212086
2020,3,uttar-pradesh,,201318,195737
2020,3,uttar-pradesh,,250001,187222
2020,3,uttar-pradesh,,247001,180262
2020,3,uttar-pradesh,,211002,179148
2020,3,uttar-pradesh,,244001,163682
2020,3,uttar-pradesh,,201304,161850
2020,1,uttar-pradesh,,201301,425915
2020,1,uttar-pradesh,,201009,216851
2020,1,uttar-pradesh,,201307,188483
2020,1,uttar-pradesh,,201102,176490
2020,1,uttar-pradesh,,201318,170164
2020,1,uttar-pradesh,,211002,159892
2020,1,uttar-pradesh,,250001,156932
2020,1,uttar-pradesh,,247001,145252
2020,1,uttar-pradesh,,201304,142149
2020,1,uttar-pradesh,,201308,134788
2020,4,uttar-pradesh,,201301,504506
2020,4,uttar-pradesh,,201009,275685
2020,4,uttar-pradesh,,201102,240152
2020,4,uttar-pradesh,,201307,227351
2020,4,uttar-pradesh,,201318,212043
2020,4,uttar-pradesh,,250001,203632
2020,4,uttar-pradesh,,247001,199145
2020,4,uttar-pradesh,,211002,193284
2020,4,uttar-pradesh,,244001,180332
2020,4,uttar-pradesh,,202001,177265
2023,2,lakshadweep,,682555,2739
2023,2,lakshadweep,,682551,1775
2023,2,lakshadweep,,682557,867
2023,2,lakshadweep,,682552,740
2023,2,lakshadweep,,682556,663
2023,2,lakshadweep,,682559,446
2023,2,lakshadweep,,682554,312
2023,2,lakshadweep,,682558,43
2023,3,lakshadweep,,682555,2843
2023,3,lakshadweep,,682551,1866
2023,3,lakshadweep,,682557,902
2023,3,lakshadweep,,682552,772
2023,3,lakshadweep,,682556,693
2023,3,lakshadweep,,682559,462
2023,3,lakshadweep,,682554,326
2023,3,lakshadweep,,682558,48
2023,1,lakshadweep,,682555,2629
2023,1,lakshadweep,,682551,1697
2023,1,lakshadweep,,682557,833
2023,1,lakshadweep,,682552,703
2023,1,lakshadweep,,682556,638
2023,1,lakshadweep,,682559,427
2023,1,lakshadweep,,682554,298
2023,1,lakshadweep,,682558,42
2023,4,lakshadweep,,682555,2962
2023,4,lakshadweep,,682551,1938
2023,4,lakshadweep,,682557,929
2023,4,lakshadweep,,682552,802
2023,4,lakshadweep,,682556,718
2023,4,lakshadweep,,682559,484
2023,4,lakshadweep,,682554,340
2023,4,lakshadweep,,682558,52
2019,2,lakshadweep,,682555,685
2019,2,lakshadweep,,682551,367
2019,2,lakshadweep,,682557,201
2019,2,lakshadweep,,682552,158
2019,2,lakshadweep,,682559,155
2019,2,lakshadweep,,682556,139
2019,2,lakshadweep,,682554,35
2019,2,lakshadweep,,682558,7
2019,3,lakshadweep,,682555,813
2019,3,lakshadweep,,682551,469
2019,3,lakshadweep,,682557,243
2019,3,lakshadweep,,682552,185
2019,3,lakshadweep,,682559,176
2019,3,lakshadweep,,682556,173
2019,3,lakshadweep,,682554,51
2019,3,lakshadweep,,682558,7
2019,1,lakshadweep,,682555,549
2019,1,lakshadweep,,682551,299
2019,1,lakshadweep,,682557,166
2019,1,lakshadweep,,682552,132
2019,1,lakshadweep,,682559,129
2019,1,lakshadweep,,682556,107
2019,1,lakshadweep,,682554,29
2019,1,lakshadweep,,682558,5
2019,4,lakshadweep,,682555,923
2019,4,lakshadweep,,682551,538
2019,4,lakshadweep,,682557,279
2019,4,lakshadweep,,682552,212
2019,4,lakshadweep,,682559,195
2019,4,lakshadweep,,682556,193
2019,4,lakshadweep,,682554,77
2019,4,lakshadweep,,682558,10
2022,2,lakshadweep,,682555,2279
2022,2,lakshadweep,,682551,1473
2022,2,lakshadweep,,682557,732
2022,2,lakshadweep,,682552,609
2022,2,lakshadweep,,682556,558
2022,2,lakshadweep,,682559,379
2022,2,lakshadweep,,682554,261
2022,2,lakshadweep,,682558,36
2022,3,lakshadweep,,682555,2391
2022,3,lakshadweep,,682551,1555
2022,3,lakshadweep,,682557,766
2022,3,lakshadweep,,682552,642
2022,3,lakshadweep,,682556,592
2022,3,lakshadweep,,682559,389
2022,3,lakshadweep,,682554,273
2022,3,lakshadweep,,682558,37
2022,1,lakshadweep,,682555,2165
2022,1,lakshadweep,,682551,1400
2022,1,lakshadweep,,682557,692
2022,1,lakshadweep,,682552,570
2022,1,lakshadweep,,682556,519
2022,1,lakshadweep,,682559,363
2022,1,lakshadweep,,682554,246
2022,1,lakshadweep,,682558,35
2022,4,lakshadweep,,682555,2520
2022,4,lakshadweep,,682551,1627
2022,4,lakshadweep,,682557,797
2022,4,lakshadweep,,682552,675
2022,4,lakshadweep,,682556,609
2022,4,lakshadweep,,682559,409
2022,4,lakshadweep,,682554,285
2022,4,lakshadweep,,682558,39
2021,2,lakshadweep,,682555,1780
2021,2,lakshadweep,,682551,1154
2021,2,lakshadweep,,682557,559
2021,2,lakshadweep,,682552,463
2021,2,lakshadweep,,682556,424
2021,2,lakshadweep,,682559,295
2021,2,lakshadweep,,682554,194
2021,2,lakshadweep,,682558,27
2021,3,lakshadweep,,682555,1914
2021,3,lakshadweep,,682551,1237
2021,3,lakshadweep,,682557,607
2021,3,lakshadweep,,682552,504
2021,3,lakshadweep,,682556,461
2021,3,lakshadweep,,682559,321
2021,3,lakshadweep,,682554,212
2021,3,lakshadweep,,682558,31
2021,1,lakshadweep,,682555,1664
2021,1,lakshadweep,,682551,1083
2021,1,lakshadweep,,682557,524
2021,1,lakshadweep,,682552,427
2021,1,lakshadweep,,682556,396
2021,1,lakshadweep,,682559,276
2021,1,lakshadweep,,682554,181
2021,1,lakshadweep,,682558,26
2021,4,lakshadweep,,682555,2037
2021,4,lakshadweep,,682551,1321
2021,4,lakshadweep,,682557,654
2021,4,lakshadweep,,682552,536
2021,4,lakshadweep,,682556,486
2021,4,lakshadweep,,682559,339
2021,4,lakshadweep,,682554,233
2021,4,lakshadweep,,682558,32
2024,2,lakshadweep,,682555,3204
2024,2,lakshadweep,,682551,2089
2024,2,lakshadweep,,682557,1022
2024,2,lakshadweep,,682552,874
2024,2,lakshadweep,,682556,769
2024,2,lakshadweep,,682559,515
2024,2,lakshadweep,,682554,365
2024,2,lakshadweep,,682558,57
2024,3,lakshadweep,,682555,4177
2024,3,lakshadweep,,682551,2261
2024,3,lakshadweep,,682553,1558
2024,3,lakshadweep,,682559,899
2024,3,lakshadweep,,682552,893
2024,3,lakshadweep,,682556,818
2024,3,lakshadweep,,682554,486
2024,3,lakshadweep,,682558,299
2024,3,lakshadweep,,682557,4
2024,1,lakshadweep,,682555,3091
2024,1,lakshadweep,,682551,2013
2024,1,lakshadweep,,682557,987
2024,1,lakshadweep,,682552,837
2024,1,lakshadweep,,682556,744
2024,1,lakshadweep,,682559,502
2024,1,lakshadweep,,682554,350
2024,1,lakshadweep,,682558,54
2024,4,lakshadweep,,682555,4299
2024,4,lakshadweep,,682551,2315
2024,4,lakshadweep,,682553,1610
2024,4,lakshadweep,,682559,940
2024,4,lakshadweep,,682552,926
2024,4,lakshadweep,,682556,846
2024,4,lakshadweep,,682554,504
2024,4,lakshadweep,,682558,324
2024,4,lakshadweep,,682557,5
2018,2,lakshadweep,,682555,246
2018,2,lakshadweep,,682551,126
2018,2,lakshadweep,,682557,94
2018,2,lakshadweep,,682559,82
2018,2,lakshadweep,,682552,61
2018,2,lakshadweep,,682556,56
2018,2,lakshadweep,,682554,18
2018,2,lakshadweep,,682558,3
2018,3,lakshadweep,,682555,338
2018,3,lakshadweep,,682551,175
2018,3,lakshadweep,,682557,131
2018,3,lakshadweep,,682559,93
2018,3,lakshadweep,,682552,86
2018,3,lakshadweep,,682556,68
2018,3,lakshadweep,,682554,22
2018,3,lakshadweep,,682558,5
2018,1,lakshadweep,,682555,175
2018,1,lakshadweep,,682557,85
2018,1,lakshadweep,,682551,78
2018,1,lakshadweep,,682559,71
2018,1,lakshadweep,,682552,44
2018,1,lakshadweep,,682556,37
2018,1,lakshadweep,,682554,10
2018,1,lakshadweep,,682558,1
2018,4,lakshadweep,,682555,429
2018,4,lakshadweep,,682551,241
2018,4,lakshadweep,,682557,148
2018,4,lakshadweep,,682559,116
2018,4,lakshadweep,,682552,110
2018,4,lakshadweep,,682556,84
2018,4,lakshadweep,,682554,23
2018,4,lakshadweep,,682558,5
2020,2,lakshadweep,,682555,1178
2020,2,lakshadweep,,682551,744
2020,2,lakshadweep,,682557,376
2020,2,lakshadweep,,682552,274
2020,2,lakshadweep,,682556,271
2020,2,lakshadweep,,682559,207
2020,2,lakshadweep,,682554,121
2020,2,lakshadweep,,682558,16
2020,3,lakshadweep,,682555,1334
2020,3,lakshadweep,,682551,866
2020,3,lakshadweep,,682557,429
2020,3,lakshadweep,,682552,323
2020,3,lakshadweep,,682556,311
2020,3,lakshadweep,,682559,220
2020,3,lakshadweep,,682554,142
2020,3,lakshadweep,,682558,19
2020,1,lakshadweep,,682555,1032
2020,1,lakshadweep,,682551,633
2020,1,lakshadweep,,682557,332
2020,1,lakshadweep,,682552,248
2020,1,lakshadweep,,682556,227
2020,1,lakshadweep,,682559,200
2020,1,lakshadweep,,682554,89
2020,1,lakshadweep,,682558,11
2020,4,lakshadweep,,682555,1530
2020,4,lakshadweep,,682551,981
2020,4,lakshadweep,,682557,480
2020,4,lakshadweep,,682552,388
2020,4,lakshadweep,,682556,354
2020,4,lakshadweep,,682559,256
2020,4,lakshadweep,,682554,168
2020,4,lakshadweep,,682558,22
2023,2,jharkhand,,834001,375215
2023,2,jharkhand,,826001,184800
2023,2,jharkhand,,827013,153474
2023,2,jharkhand,,815353,140185
2023,2,jharkhand,,825303,122527
2023,2,jharkhand,,831001,121661
2023,2,jharkhand,,834002,103789
2023,2,jharkhand,,832108,98171
2023,2,jharkhand,,825409,88723
2023,2,jharkhand,,832107,87073
2023,3,jharkhand,,834001,389874
2023,3,jharkhand,,826001,192089
2023,3,jharkhand,,827013,159755
2023,3,jharkhand,,815353,146378
2023,3,jharkhand,,825303,127486
2023,3,jharkhand,,831001,126430
2023,3,jharkhand,,834002,107816
2023,3,jharkhand,,832108,102231
2023,3,jharkhand,,825409,92468
2023,3,jharkhand,,832107,90713
2023,1,jharkhand,,834001,361778
2023,1,jharkhand,,826001,178130
2023,1,jharkhand,,827013,147650
2023,1,jharkhand,,815353,134073
2023,1,jharkhand,,825303,117868
2023,1,jharkhand,,831001,117405
2023,1,jharkhand,,834002,100178
2023,1,jharkhand,,832108,94485
2023,1,jharkhand,,825409,85009
2023,1,jharkhand,,832107,83800
2023,4,jharkhand,,834001,402901
2023,4,jharkhand,,826001,198414
2023,4,jharkhand,,827013,165590
2023,4,jharkhand,,815353,152156
2023,4,jharkhand,,825303,132183
2023,4,jharkhand,,831001,130659
2023,4,jharkhand,,834002,111447
2023,4,jharkhand,,832108,105935
2023,4,jharkhand,,825409,96009
2023,4,jharkhand,,832107,93923
2019,2,jharkhand,,834001,128715
2019,2,jharkhand,,826001,64230
2019,2,jharkhand,,827013,53157
2019,2,jharkhand,,831001,42814
2019,2,jharkhand,,825303,37882
2019,2,jharkhand,,834002,34707
2019,2,jharkhand,,832108,33258
2019,2,jharkhand,,834008,27603
2019,2,jharkhand,,825409,27261
2019,2,jharkhand,,834005,27249
2019,3,jharkhand,,834001,144151
2019,3,jharkhand,,826001,71185
2019,3,jharkhand,,827013,58368
2019,3,jharkhand,,831001,47767
2019,3,jharkhand,,825303,42673
2019,3,jharkhand,,834002,38891
2019,3,jharkhand,,832108,36551
2019,3,jharkhand,,815353,32458
2019,3,jharkhand,,834008,30854
2019,3,jharkhand,,834005,30404
2019,1,jharkhand,,834001,112703
2019,1,jharkhand,,826001,56790
2019,1,jharkhand,,827013,48155
2019,1,jharkhand,,831001,37652
2019,1,jharkhand,,825303,33318
2019,1,jharkhand,,834002,30520
2019,1,jharkhand,,832108,29975
2019,1,jharkhand,,834008,24357
2019,1,jharkhand,,825409,24233
2019,1,jharkhand,,834005,24142
2019,4,jharkhand,,834001,158095
2019,4,jharkhand,,826001,78310
2019,4,jharkhand,,827013,64768
2019,4,jharkhand,,831001,52005
2019,4,jharkhand,,825303,47530
2019,4,jharkhand,,834002,42526
2019,4,jharkhand,,832108,40181
2019,4,jharkhand,,815353,39881
2019,4,jharkhand,,834008,33864
2019,4,jharkhand,,834005,33595
2022,2,jharkhand,,834001,312393
2022,2,jharkhand,,826001,154052
2022,2,jharkhand,,827013,127298
2022,2,jharkhand,,815353,114546
2022,2,jharkhand,,831001,101772
2022,2,jharkhand,,825303,101120
2022,2,jharkhand,,834002,86847
2022,2,jharkhand,,832108,81602
2022,2,jharkhand,,825409,72941
2022,2,jharkhand,,832107,72439
2022,3,jharkhand,,834001,329046
2022,3,jharkhand,,826001,162195
2022,3,jharkhand,,827013,134187
2022,3,jharkhand,,815353,121429
2022,3,jharkhand,,831001,107039
2022,3,jharkhand,,825303,106810
2022,3,jharkhand,,834002,91392
2022,3,jharkhand,,832108,86036
2022,3,jharkhand,,825409,77097
2022,3,jharkhand,,832107,76283
2022,1,jharkhand,,834001,296441
2022,1,jharkhand,,826001,146243
2022,1,jharkhand,,827013,120585
2022,1,jharkhand,,815353,108014
2022,1,jharkhand,,831001,96699
2022,1,jharkhand,,825303,95743
2022,1,jharkhand,,834002,82470
2022,1,jharkhand,,832108,77368
2022,1,jharkhand,,825409,68925
2022,1,jharkhand,,832107,68755
2022,4,jharkhand,,834001,345775
2022,4,jharkhand,,826001,170390
2022,4,jharkhand,,827013,141023
2022,4,jharkhand,,815353,127685
2022,4,jharkhand,,825303,112498
2022,4,jharkhand,,831001,112288
2022,4,jharkhand,,834002,95925
2022,4,jharkhand,,832108,90318
2022,4,jharkhand,,825409,81101
2022,4,jharkhand,,832107,80065
2021,2,jharkhand,,834001,244918
2021,2,jharkhand,,826001,120936
2021,2,jharkhand,,827013,99483
2021,2,jharkhand,,815353,86679
2021,2,jharkhand,,831001,80242
2021,2,jharkhand,,825303,78418
2021,2,jharkhand,,834002,68322
2021,2,jharkhand,,832108,63618
2021,2,jharkhand,,832107,56542
2021,2,jharkhand,,825409,55831
2021,3,jharkhand,,834001,262227
2021,3,jharkhand,,826001,129475
2021,3,jharkhand,,827013,106574
2021,3,jharkhand,,815353,94024
2021,3,jharkhand,,831001,85789
2021,3,jharkhand,,825303,84208
2021,3,jharkhand,,834002,73117
2021,3,jharkhand,,832108,68282
2021,3,jharkhand,,832107,60699
2021,3,jharkhand,,825409,60264
2021,1,jharkhand,,834001,229343
2021,1,jharkhand,,826001,113312
2021,1,jharkhand,,827013,93171
2021,1,jharkhand,,815353,80609
2021,1,jharkhand,,831001,75214
2021,1,jharkhand,,825303,73360
2021,1,jharkhand,,834002,64001
2021,1,jharkhand,,832108,59500
2021,1,jharkhand,,832107,52876
2021,1,jharkhand,,825409,52059
2021,4,jharkhand,,834001,279897
2021,4,jharkhand,,826001,138132
2021,4,jharkhand,,827013,113698
2021,4,jharkhand,,815353,101090
2021,4,jharkhand,,831001,91432
2021,4,jharkhand,,825303,90123
2021,4,jharkhand,,834002,77941
2021,4,jharkhand,,832108,72950
2021,4,jharkhand,,832107,64891
2021,4,jharkhand,,825409,64659
2024,2,jharkhand,,834001,433330
2024,2,jharkhand,,826001,213687
2024,2,jharkhand,,827013,178946
2024,2,jharkhand,,815353,165018
2024,2,jharkhand,,825303,142712
2024,2,jharkhand,,831001,140731
2024,2,jharkhand,,834002,119691
2024,2,jharkhand,,832108,114279
2024,2,jharkhand,,825409,103843
2024,2,jharkhand,,832107,101382
2024,3,jharkhand,,834001,570264
2024,3,jharkhand,,826001,212114
2024,3,jharkhand,,825301,186009
2024,3,jharkhand,,831012,174335
2024,3,jharkhand,,827013,158207
2024,3,jharkhand,,814112,152004
2024,3,jharkhand,,831001,143940
2024,3,jharkhand,,834002,136842
2024,3,jharkhand,,815353,129864
2024,3,jharkhand,,822114,120966
2024,1,jharkhand,,834001,418181
2024,1,jharkhand,,826001,206099
2024,1,jharkhand,,827013,172328
2024,1,jharkhand,,815353,158731
2024,1,jharkhand,,825303,137641
2024,1,jharkhand,,831001,135678
2024,1,jharkhand,,834002,115573
2024,1,jharkhand,,832108,110144
2024,1,jharkhand,,825409,100070
2024,1,jharkhand,,832107,97712
2024,4,jharkhand,,834001,582216
2024,4,jharkhand,,826001,218699
2024,4,jharkhand,,825301,189435
2024,4,jharkhand,,831012,179873
2024,4,jharkhand,,827013,162923
2024,4,jharkhand,,814112,156834
2024,4,jharkhand,,831001,146025
2024,4,jharkhand,,834002,140330
2024,4,jharkhand,,815353,134570
2024,4,jharkhand,,822114,125580
2018,2,jharkhand,,834001,65047
2018,2,jharkhand,,826001,34164
2018,2,jharkhand,,827013,29476
2018,2,jharkhand,,831001,21281
2018,2,jharkhand,,825303,18569
2018,2,jharkhand,,834002,17708
2018,2,jharkhand,,832108,16695
2018,2,jharkhand,,834008,14151
2018,2,jharkhand,,825409,13519
2018,2,jharkhand,,834005,13446
2018,3,jharkhand,,834001,78932
2018,3,jharkhand,,826001,40717
2018,3,jharkhand,,827013,34760
2018,3,jharkhand,,831001,26182
2018,3,jharkhand,,825303,23130
2018,3,jharkhand,,834002,21287
2018,3,jharkhand,,832108,20744
2018,3,jharkhand,,834008,17266
2018,3,jharkhand,,825409,16594
2018,3,jharkhand,,834005,16556
2018,1,jharkhand,,834001,48548
